,Numero_expedient,Vehicle_type,Gender,Age,People_type
51250,2014S007944,Bike,Man,41,Driver
51252,2014S008140,Bike,Man,42,Driver
51253,2014S009257,Bike,Man,22,Driver
51254,2014S009265,Car,Man,28,Driver
51260,2014S008192,Bike,Man,23,Driver
51262,2014S008387,Bike,Man,42,Driver
51263,2014S008397,Bike,Man,52,Driver
51264,2014S008598,Bike,Woman,34,Driver
51265,2014S008604,Bike,Man,22,Driver
51268,2014S008512,Bike,Man,20,Driver
51269,2014S008518,Bike,Man,18,Driver
51270,2014S008713,Bike,Man,28,Driver
51271,2014S006949,Bike,Woman,19,Driver
51274,2014S007905,Bike,Man,41,Driver
51277,2014S006772,Bike,Man,24,Driver
51278,2014S008367,Bike,Man,44,Driver
51280,2014S008566,Bike,Man,64,Driver
51282,2014S004794,Bike,Man,20,Driver
51284,2014S004994,Bike,Man,38,Driver
51285,2014S003619,Car,Man,66,Driver
51286,2014S003629,Bike,Man,25,Driver
51288,2014S005224,Bike,Man,37,Driver
51289,2014S005228,Car,Woman,48,Driver
51290,2014S005231,Bike,Man,31,Driver
51291,2014S005416,Car,Man,37,Driver
51294,2014S006939,Bike,Man,41,Driver
51295,2014S005733,Bike,Man,36,Driver
51298,2014S007409,Bike,Man,70,Driver
51300,2014S008729,Bike,Man,35,Driver
51301,2014S009030,Bike,Man,19,Driver
51303,2014S008699,Bike,Woman,37,Driver
51304,2014S008706,Bike,Man,37,Driver
51306,2014S007340,Bike,Man,54,Driver
51307,2014S008739,Car,Man,26,Driver
51308,2014S008742,Car,Woman,25,Driver
51309,2014S008745,Car,Man,29,Driver
51310,2014S005797,Bike,Man,50,Driver
51311,2014S005799,Bike,Man,25,Driver
51312,2014S007606,Bike,Woman,54,Driver
51313,2014S007613,Bike,Man,27,Driver
51316,2014S008806,Car,Man,25,Driver
51318,2014S009686,Bike,Man,29,Driver
51319,2014S005910,Bike,Woman,56,Driver
51320,2014S005912,Bike,Man,27,Driver
51322,2014S006766,Bike,Man,26,Driver
51325,2014S006179,Car,Woman,35,Driver
51326,2014S006180,Car,Woman,35,Driver
51327,2014S009221,Car,Woman,25,Driver
51328,2014S009226,Bike,Woman,48,Driver
51329,2014S009414,Bike,Man,19,Driver
51330,2014S009415,Car,Man,21,Driver
51333,2014S009185,Car,Man,24,Driver
51335,2014S006315,Bike,Man,58,Driver
51336,2014S007928,Bike,Woman,29,Driver
51337,2014S007932,Bike,Man,62,Driver
51338,2014S007934,Bike,Man,37,Driver
51340,2014S006188,Bike,Woman,23,Driver
51341,2014S006392,Bike,Woman,40,Driver
51342,2014S006396,Bike,Woman,33,Driver
51345,2014S008399,Car,Woman,65,Driver
51346,2014S008400,Bike,Man,36,Driver
51347,2014S009086,Bike,Man,43,Driver
51348,2014S008891,Bike,Man,34,Driver
51349,2014S008894,Bike,Man,38,Driver
51350,2014S008894,Bike,Man,31,Driver
51351,2014S009096,Bike,Man,25,Driver
51353,2014S008131,Bike,Man,36,Driver
51354,2014S007554,Car,Man,27,Driver
51355,2014S007761,Bike,Man,28,Driver
51356,2014S007762,Bike,Man,24,Driver
51357,2014S006593,Bike,Man,23,Driver
51359,2014S006604,Bike,Man,67,Driver
51360,2014S006605,Bike,Man,57,Driver
51361,2014S006611,Bike,Man,46,Driver
51362,2014S006796,Bike,Man,62,Driver
51363,2014S006800,Bike,Man,67,Driver
51365,2014S009617,Bike,Man,23,Driver
51368,2014S009623,Bike,Man,34,Driver
51369,2014S008903,Car,Man,22,Driver
51370,2014S008905,Bike,Man,60,Driver
51371,2014S008908,Bike,Woman,36,Driver
51372,2014S009292,Bike,Man,26,Driver
51374,2014S006536,Bike,Man,29,Driver
51375,2014S006730,Bike,Man,45,Driver
51376,2014S008325,Bike,Woman,25,Driver
51378,2014S008331,Bike,Woman,33,Driver
51380,2014S008527,Bike,Man,19,Driver
51381,2014S008152,Bike,Woman,60,Driver
51382,2014S008153,Bike,Man,39,Driver
51384,2014S008352,Car,Woman,30,Driver
51385,2014S005804,Car,Woman,40,Driver
51388,2014S009279,Car,Man,56,Driver
51391,2014S009586,Bike,Man,32,Driver
51394,2014S006929,Bike,Man,26,Driver
51396,2014S008532,Bike,Man,58,Driver
51397,2014S008533,Bike,Man,61,Driver
51399,2014S006993,Bike,Man,36,Driver
51401,2014S007000,Bike,Man,36,Driver
51404,2014S006629,Bike,Man,29,Driver
51405,2014S009484,Bike,Man,27,Driver
51410,2014S001972,Bike,Man,38,Driver
51413,2014S002180,Bike,Man,34,Driver
51417,2014S001378,Bike,Man,31,Driver
51418,2014S008281,Bike,Man,41,Driver
51420,2014S000734,Bike,Man,36,Driver
51421,2014S000737,Bike,Man,42,Driver
51422,2014S000738,Bike,Man,63,Driver
51423,2014S000740,Bike,Man,29,Driver
51424,2014S000940,Bike,Woman,47,Driver
51427,2014S008043,Bike,Man,25,Driver
51428,2014S008241,Car,Man,32,Driver
51429,2014S008245,Bike,Man,31,Driver
51433,2014S006238,Bike,Man,36,Driver
51434,2014S006241,Bike,Man,32,Driver
51439,2014S008246,Bike,Woman,28,Driver
51440,2014S008247,Bike,Woman,35,Driver
51442,2014S002387,Bike,Man,36,Driver
51444,2014S005827,Bike,Man,32,Driver
51446,2014S002373,Bike,Man,25,Driver
51447,2014S002373,Car,Man,46,Driver
51449,2014S002379,Bike,Man,24,Driver
51451,2014S001513,Bike,Woman,52,Driver
51452,2014S001706,Bike,Man,42,Driver
51453,2014S008035,Bike,Man,51,Driver
51454,2014S008039,Bike,Man,20,Driver
51456,2014S006677,Car,Man,23,Driver
51458,2014S006878,Bike,Man,50,Driver
51460,2014S006893,Car,Man,76,Driver
51461,2014S006898,Bike,Man,52,Driver
51463,2014S002393,Bike,Woman,43,Driver
51466,2014S007830,Bike,Man,50,Driver
51467,2014S007831,Bike,Woman,35,Driver
51468,2014S008025,Car,Man,31,Driver
51471,2014S001708,Bike,Man,38,Driver
51473,2014S006888,Car,Woman,37,Driver
51474,2014S008483,Car,Man,29,Driver
51475,2014S008486,Bike,Man,43,Driver
51476,2014S008675,Bike,Woman,26,Driver
51477,2014S006447,Bike,Man,36,Driver
51478,2014S006448,Bike,Woman,41,Driver
51481,2014S008456,Bike,Woman,55,Driver
51482,2014S008653,Car,Woman,40,Driver
51483,2014S005675,Bike,Woman,29,Driver
51485,2014S000179,Bike,Man,24,Driver
51486,2014S008030,Bike,Man,53,Driver
51487,2014S008031,Bike,Man,19,Driver
51489,2014S008224,Bike,Woman,52,Driver
51492,2014S002110,Bike,Man,35,Driver
51497,2014S008641,Car,Woman,40,Driver
51498,2014S007270,Bike,Man,19,Driver
51499,2014S007271,Bike,Man,61,Driver
51500,2014S007484,Bike,Man,32,Driver
51501,2014S006098,Bike,Woman,34,Driver
51502,2014S006851,Car,Man,28,Driver
51503,2014S006858,Bike,Man,44,Driver
51504,2014S007046,Bike,Woman,29,Driver
51505,2014S007054,Bike,Woman,50,Driver
51506,2014S005681,Bike,Man,44,Driver
51508,2014S000364,Bike,Woman,51,Driver
51509,2014S000366,Bike,Woman,50,Driver
51511,2014S000566,Bike,Man,32,Driver
51512,2014S000570,Bike,Man,37,Driver
51513,2014S000572,Car,Woman,36,Driver
51514,2014S000373,Bike,Woman,25,Driver
51516,2014S000585,Bike,Woman,61,Driver
51517,2014S002016,Bike,Woman,23,Driver
51520,2014S000049,Bike,Man,59,Driver
51521,2014S000056,Bike,Woman,24,Driver
51522,2014S000265,Car,Man,32,Driver
51523,2014S002310,Car,Woman,21,Driver
51524,2014S007472,Bike,Woman,65,Driver
51526,2014S002161,Bike,Man,23,Driver
51527,2014S005856,Car,Man,46,Driver
51528,2014S005862,Bike,Woman,48,Driver
51529,2014S005864,Bike,Man,34,Driver
51531,2014S007679,Bike,Man,19,Driver
51532,2014S007686,Bike,Man,56,Driver
51533,2014S006110,Bike,Man,21,Driver
51534,2014S006111,Car,Woman,20,Driver
51536,2014S006314,Car,Man,86,Driver
51537,2014S002028,Bike,Man,24,Driver
51538,2014S002226,Bike,Woman,25,Driver
51540,2014S008621,Bike,Man,74,Driver
51541,2014S008628,Bike,Man,27,Driver
51542,2014S000573,Bike,Man,43,Driver
51544,2014S000979,Bike,Man,32,Driver
51545,2014S002282,Bike,Man,49,Driver
51546,2014S002283,Bike,Man,59,Driver
51547,2014S000068,Bike,Man,37,Driver
51548,2014S001350,Bike,Woman,21,Driver
51551,2014S005845,Bike,Man,41,Driver
51553,2014S007252,Bike,Man,30,Driver
51555,2014S000789,Bike,Man,22,Driver
51556,2014S000992,Car,Woman,28,Driver
51557,2014S005651,Bike,Man,51,Driver
51559,2014S000021,Car,Woman,40,Driver
51564,2014S005849,Car,Man,34,Driver
51566,2014S006048,Car,Man,31,Driver
51568,2014S007870,Bike,Man,30,Driver
51569,2014S007872,Car,Man,40,Driver
51570,2014S006300,Bike,Woman,52,Driver
51571,2014S006493,Bike,Man,23,Driver
51573,2014S008079,Bike,Man,26,Driver
51574,2014S006513,Bike,Man,34,Driver
51576,2014S007648,Bike,Man,31,Driver
51577,2014S006271,Car,Man,27,Driver
51580,2014S001002,Bike,Man,40,Driver
51581,2014S001193,Bike,Woman,23,Driver
51582,2014S001194,Bike,Man,33,Driver
51583,2014S001415,Bike,Man,41,Driver
51587,2014S000668,Bike,Man,41,Driver
51590,2014S006698,Bike,Woman,38,Driver
51592,2014S006259,Bike,Woman,24,Driver
51595,2014S006473,Bike,Man,34,Driver
51596,2014S001382,Bike,Woman,24,Driver
51597,2014S001383,Bike,Woman,32,Driver
51599,2014S001585,Bike,Woman,46,Driver
51600,2014S001622,Bike,Man,38,Driver
51601,2014S005836,Bike,Man,58,Driver
51602,2014S006039,Bike,Man,64,Driver
51603,2014S001189,Bike,Man,24,Driver
51605,2014S005779,Bike,Man,46,Driver
51609,2014S008259,Bike,Woman,32,Driver
51610,2014S006907,Bike,Woman,20,Driver
51611,2014S000136,Car,Man,58,Driver
51612,2014S000182,Bike,Woman,39,Driver
51613,2014S006225,Bike,Man,26,Driver
51615,2014S006230,Bike,Woman,23,Driver
51616,2014S006231,Bike,Man,40,Driver
51618,2014S001771,Bike,Man,30,Driver
51620,2014S007420,Bike,Man,48,Driver
51621,2014S000548,Car,Man,49,Driver
51623,2014S000549,Bike,Man,27,Driver
51624,2014S007175,Bike,Man,42,Driver
51625,2014S007177,Bike,Man,29,Driver
51626,2014S007178,Bike,Man,25,Driver
51627,2014S006662,Bike,Man,41,Driver
51631,2014S001980,Bike,Man,36,Driver
51633,2014S001602,Bike,Woman,38,Driver
51634,2014S001787,Bike,Man,32,Driver
51635,2014S000396,Car,Man,40,Driver
51637,2014S000748,Car,Man,26,Driver
51638,2014S001605,Bike,Woman,43,Driver
51645,2014S007291,Bike,Woman,31,Driver
51647,2014S007058,Bike,Man,25,Driver
51649,2014S006645,Bike,Woman,22,Driver
51654,2014S001990,Bike,Woman,26,Driver
51657,2014S007815,Bike,Man,20,Driver
51658,2014S007816,Bike,Woman,40,Driver
51661,2014S007825,Bike,Man,52,Driver
51662,2014S000960,Bike,Woman,26,Driver
51663,2014S001156,Bike,Woman,33,Driver
51664,2014S001157,Bike,Man,24,Driver
51665,2014S001163,Car,Woman,78,Driver
51666,2014S000345,Bike,Man,33,Driver
51668,2014S007379,Car,Woman,27,Driver
51669,2014S007562,Bike,Man,30,Driver
51671,2014S007567,Bike,Man,57,Driver
51672,2014S007570,Bike,Man,22,Driver
51673,2014S007577,Bike,Woman,29,Driver
51677,2014S005670,Bike,Man,34,Driver
51680,2014S007498,Bike,Woman,42,Driver
51684,2014S000596,Bike,Man,54,Driver
51685,2014S000793,Car,Man,46,Driver
51686,2014S007036,Bike,Man,46,Driver
51687,2014S002006,Bike,Man,25,Driver
51690,2014S008018,Bike,Man,22,Driver
51691,2014S008020,Bike,Woman,41,Driver
51692,2014S001363,Bike,Woman,30,Driver
51693,2014S006618,Bike,Man,23,Driver
51694,2014S009632,Bike,Woman,23,Driver
51697,2014S005960,Bike,Man,27,Driver
51699,2014S005966,Bike,Woman,30,Driver
51701,2014S007454,Bike,Woman,29,Driver
51703,2014S006075,Car,Man,29,Driver
51706,2014S006084,Bike,Man,49,Driver
51707,2014S002203,Bike,Man,29,Driver
51708,2014S002204,Bike,Man,43,Driver
51709,2014S002205,Bike,Woman,34,Driver
51711,2014S001005,Car,Man,71,Driver
51712,2014S001373,Bike,Man,31,Driver
51713,2014S000358,Bike,Man,30,Driver
51714,2014S000556,Bike,Man,17,Driver
51715,2014S000562,Bike,Man,54,Driver
51716,2014S000759,Bike,Man,32,Driver
51718,2014S002213,Bike,Man,29,Driver
51719,2014S002432,Bike,Woman,43,Driver
51722,2014S009627,Bike,Man,28,Driver
51723,2014S008558,Bike,Man,60,Driver
51727,2014S007703,Bike,Woman,26,Driver
51728,2014S007888,Car,Woman,57,Driver
51729,2014S007890,Bike,Man,34,Driver
51730,2014S007892,Car,Woman,23,Driver
51731,2014S007893,Bike,Man,25,Driver
51732,2014S007461,Car,Man,37,Driver
51733,2014S007661,Bike,Man,42,Driver
51734,2014S007662,Car,Man,48,Driver
51735,2014S007041,Bike,Woman,57,Driver
51737,2014S007234,Bike,Man,36,Driver
51738,2014S007237,Bike,Man,34,Driver
51739,2014S007240,Car,Woman,30,Driver
51740,2014S008412,Bike,Man,33,Driver
51741,2014S008413,Bike,Man,46,Driver
51742,2014S008612,Car,Man,58,Driver
51743,2014S001767,Bike,Woman,24,Driver
51744,2014S001768,Car,Man,47,Driver
51745,2014S001967,Bike,Woman,52,Driver
51747,2014S005967,Car,Man,22,Driver
51748,2014S007969,Bike,Man,21,Driver
51749,2014S007971,Bike,Man,53,Driver
51750,2014S008362,Bike,Man,20,Driver
51751,2014S007010,Bike,Man,37,Driver
51752,2014S006480,Car,Woman,37,Driver
51755,2014S008096,Bike,Man,47,Driver
51757,2014S001629,Bike,Man,29,Driver
51759,2014S001809,Bike,Woman,30,Driver
51760,2014S001818,Bike,Man,18,Driver
51762,2014S007636,Bike,Man,34,Driver
51765,2014S001166,Bike,Man,18,Driver
51766,2014S002437,Bike,Man,21,Driver
51768,2014S005617,Bike,Man,37,Driver
51769,2014S005623,Car,Woman,25,Driver
51770,2014S005821,Bike,Man,36,Driver
51771,2014S006160,Bike,Man,32,Driver
51774,2014S000326,Bike,Man,31,Driver
51775,2014S000327,Bike,Man,40,Driver
51776,2014S000331,Car,Man,20,Driver
51778,2014S007856,Car,Woman,50,Driver
51779,2014S007857,Car,Woman,40,Driver
51780,2014S007859,Bike,Man,61,Driver
51781,2014S007860,Bike,Man,25,Driver
51782,2014S007860,Bike,Man,23,Driver
51784,2014S007862,Bike,Man,23,Driver
51787,2014S008047,Bike,Woman,29,Driver
51789,2014S001950,Car,Man,49,Driver
51790,2014S000004,Bike,Man,53,Driver
51795,2014S000913,Bike,Woman,24,Driver
51796,2014S000212,Bike,Man,23,Driver
51799,2014S002346,Bike,Man,35,Driver
51800,2014S000196,Bike,Man,37,Driver
51801,2014S000407,Bike,Woman,48,Driver
51803,2014S000088,Bike,Man,32,Driver
51804,2014S000297,Bike,Man,43,Driver
51806,2014S000302,Bike,Man,26,Driver
51807,2014S002267,Car,Man,60,Driver
51810,2014S002340,Car,Man,47,Driver
51812,2014S001728,Bike,Man,21,Driver
51814,2014S001479,Bike,Man,52,Driver
51817,2014S001234,Bike,Woman,23,Driver
51818,2014S000809,Bike,Man,34,Driver
51819,2014S000504,Bike,Man,35,Driver
51821,2014S000707,Bike,Woman,33,Driver
51822,2014S000710,Car,Man,60,Driver
51823,2014S000026,Car,Man,53,Driver
51824,2014S001883,Bike,Man,26,Driver
51825,2014S000272,Bike,Woman,45,Driver
51826,2014S000273,Bike,Woman,38,Driver
51827,2014S000274,Bike,Man,36,Driver
51828,2014S000812,Bike,Man,59,Driver
51830,2014S001024,Bike,Man,56,Driver
51834,2014S000921,Bike,Man,19,Driver
51837,2014S000279,Bike,Man,27,Driver
51838,2014S000281,Bike,Man,18,Driver
51839,2014S001240,Bike,Man,21,Driver
51840,2014S001242,Bike,Man,71,Driver
51841,2014S001438,Bike,Woman,32,Driver
51842,2014S001446,Bike,Man,29,Driver
51848,2014S002084,Bike,Woman,56,Driver
51849,2014S002097,Car,Woman,63,Driver
51850,2014S000477,Bike,Man,33,Driver
51853,2014S000688,Bike,Man,48,Driver
51854,2014S001645,Bike,Man,27,Driver
51855,2014S001437,Bike,Man,46,Driver
51857,2014S001126,Bike,Man,71,Driver
51858,2014S000093,Car,Man,58,Driver
51859,2014S000094,Bike,Man,62,Driver
51862,2014S000438,Bike,Man,22,Driver
51866,2014S001536,Bike,Man,22,Driver
51869,2014S000845,Bike,Woman,44,Driver
51871,2014S000848,Bike,Man,27,Driver
51872,2014S000853,Bike,Man,42,Driver
51873,2014S000415,Car,Man,30,Driver
51874,2014S000416,Bike,Woman,30,Driver
51877,2014S002351,Bike,Man,27,Driver
51878,2014S001092,Bike,Man,19,Driver
51879,2014S001285,Car,Man,49,Driver
51881,2014S001289,Car,Man,33,Driver
51882,2014S001292,Bike,Woman,47,Driver
51885,2014S001111,Bike,Man,19,Driver
51887,2014S001320,Bike,Woman,35,Driver
51888,2014S001043,Car,Woman,28,Driver
51889,2014S001305,Bike,Man,32,Driver
51890,2014S001312,Bike,Woman,28,Driver
51891,2014S001505,Bike,Man,58,Driver
51892,2014S000075,Bike,Man,32,Driver
51893,2014S000076,Bike,Man,43,Driver
51895,2014S000289,Bike,Man,26,Driver
51896,2014S000632,Car,Man,31,Driver
51898,2014S000638,Bike,Man,64,Driver
51899,2014S001067,Bike,Man,56,Driver
51900,2014S001730,Bike,Man,35,Driver
51902,2014S001931,Car,Man,57,Driver
51903,2014S001931,Car,Woman,34,Driver
51906,2014S001056,Bike,Man,46,Driver
51907,2014S001297,Bike,Woman,21,Driver
51908,2014S001489,Bike,Man,37,Driver
51909,2014S001498,Car,Man,22,Driver
51910,2014S001499,Bike,Man,28,Driver
51911,2014S001500,Bike,Man,25,Driver
51912,2014S001690,Bike,Woman,27,Driver
51913,2014S001691,Bike,Man,29,Driver
51917,2014S001919,Bike,Man,28,Driver
51918,2014S001449,Bike,Man,42,Driver
51919,2014S001460,Bike,Man,29,Driver
51920,2014S001462,Bike,Man,22,Driver
51922,2014S000246,Bike,Man,30,Driver
51923,2014S002237,Car,Woman,24,Driver
51925,2014S000934,Car,Man,36,Driver
51926,2014S001664,Bike,Man,23,Driver
51927,2014S001848,Bike,Woman,54,Driver
51931,2014S002403,Bike,Man,26,Driver
51932,2014S001137,Bike,Woman,21,Driver
51933,2014S001343,Bike,Man,32,Driver
51935,2014S000109,Bike,Man,52,Driver
51936,2014S000112,Bike,Man,73,Driver
51937,2014S001696,Bike,Woman,28,Driver
51938,2014S001701,Bike,Woman,21,Driver
51939,2014S001897,Bike,Man,24,Driver
51940,2014S001899,Bike,Man,38,Driver
51941,2014S000290,Car,Man,35,Driver
51943,2014S000483,Bike,Man,31,Driver
51944,2014S000486,Bike,Man,42,Driver
51946,2014S001518,Bike,Man,20,Driver
51947,2014S001519,Car,Woman,53,Driver
51948,2014S001523,Car,Man,29,Driver
51949,2014S001524,Bike,Man,37,Driver
51950,2014S002264,Bike,Woman,20,Driver
51951,2014S001539,Bike,Man,54,Driver
51954,2014S000001,Bike,Man,32,Driver
51955,2014S001068,Bike,Man,51,Driver
51959,2014S001748,Car,Woman,33,Driver
51960,2014S001949,Car,Woman,85,Driver
51965,2014S003490,Bike,Man,45,Driver
51966,2014S005352,Bike,Woman,23,Driver
51967,2014S002334,Bike,Man,20,Driver
51968,2014S003827,Car,Woman,42,Driver
51969,2014S001971,Bike,Man,34,Driver
51970,2014S004737,Bike,Man,41,Driver
51973,2014S005830,Car,Man,61,Driver
51974,2014S006986,Bike,Man,54,Driver
51977,2014S009258,Bike,Woman,55,Driver
51978,2014S006388,Bike,Man,30,Driver
51980,2014S005959,Bike,Man,32,Driver
51981,2014S006895,Bike,Man,61,Driver
51982,2014S007530,Bike,Woman,26,Driver
51983,2014S001115,Bike,Man,50,Driver
51984,2014S001789,Car,Woman,49,Driver
51987,2014S003792,Bike,Man,42,Driver
51990,2014S006692,Bike,Woman,44,Driver
51994,2014S009308,Bike,Man,23,Driver
51995,2014S008003,Bike,Man,34,Driver
51996,2014S000146,Bike,Man,45,Driver
51998,2014S007121,Bike,Man,46,Driver
52001,2014S004569,Car,Man,36,Driver
52002,2014S001738,Bike,Man,38,Driver
52004,2014S007084,Car,Woman,32,Driver
52005,2014S002684,Bike,Man,68,Driver
52012,2014S001348,Bike,Man,20,Driver
52013,2014S006167,Bike,Man,35,Driver
52014,2014S007692,Bike,Man,39,Driver
52015,2014S007740,Bike,Man,23,Driver
52016,2014S009322,Bike,Man,44,Driver
52017,2014S000451,Bike,Man,63,Driver
52021,2014S002675,Bike,Man,57,Driver
52023,2014S005303,Bike,Woman,24,Driver
52024,2014S002955,Bike,Man,41,Driver
52025,2014S003729,Bike,Man,65,Driver
52026,2014S008903,Car,Man,38,Driver
52029,2014S005122,Bike,Man,46,Driver
52030,2014S005509,Bike,Man,50,Driver
52033,2014S002376,Bike,Man,25,Driver
52034,2014S000225,Bike,Man,43,Driver
52035,2014S005018,Bike,Man,56,Driver
52036,2014S002510,Bike,Man,33,Driver
52039,2014S003114,Bike,Man,33,Driver
52040,2014S001671,Bike,Man,56,Driver
52043,2014S009667,Bike,Man,34,Driver
52046,2014S006504,Bike,Man,53,Driver
52047,2014S000114,Bike,Man,23,Driver
52048,2014S004205,Bike,Woman,20,Driver
52050,2014S006233,Car,Woman,46,Driver
52052,2014S006707,Bike,Woman,45,Driver
52054,2014S004284,Bike,Man,58,Driver
52056,2014S003364,Bike,Woman,34,Driver
52057,2014S001106,Bike,Man,32,Driver
52058,2014S007366,Car,Man,84,Driver
52059,2014S000164,Bike,Man,50,Driver
52061,2014S007037,Bike,Man,35,Driver
52062,2014S006615,Bike,Man,30,Driver
52063,2014S007205,Bike,Man,21,Driver
52064,2014S005667,Bike,Man,45,Driver
52071,2014S000814,Bike,Woman,30,Driver
52072,2014S007834,Bike,Woman,40,Driver
52073,2014S004046,Bike,Woman,50,Driver
52074,2014S002171,Bike,Man,45,Driver
52076,2014S009037,Car,Woman,51,Driver
52077,2014S004331,Bike,Woman,36,Driver
52079,2014S002910,Bike,Man,24,Driver
52082,2014S006229,Bike,Man,38,Driver
52084,2014S001669,Bike,Man,22,Driver
52087,2014S003003,Bike,Woman,23,Driver
52088,2014S003544,Bike,Man,27,Driver
52090,2014S006935,Bike,Man,48,Driver
52091,2014S007497,Car,Man,64,Driver
52094,2014S008703,Bike,Woman,37,Driver
52095,2014S008732,Car,Man,48,Driver
52096,2014S000677,Bike,Man,33,Driver
52098,2014S008275,Car,Man,34,Driver
52099,2014S008340,Bike,Man,49,Driver
52102,2014S008856,Car,Man,85,Driver
52103,2014S003389,Car,Woman,52,Driver
52104,2014S001620,Bike,Woman,57,Driver
52106,2014S002680,Bike,Man,48,Driver
52107,2014S008502,Bike,Man,41,Driver
52108,2014S007940,Bike,Woman,26,Driver
52109,2014S008360,Bike,Man,25,Driver
52111,2014S008099,Bike,Man,41,Driver
52113,2014S006390,Car,Woman,47,Driver
52116,2014S006398,Car,Man,42,Driver
52117,2014S000976,Bike,Woman,34,Driver
52118,2014S004817,Bike,Man,47,Driver
52121,2014S008061,Car,Man,57,Driver
52123,2014S000522,Car,Man,68,Driver
52125,2014S006111,Bike,Woman,19,Driver
52127,2014S006833,Bike,Man,53,Driver
52128,2014S002372,Car,Man,24,Driver
52130,2014S000608,Bike,Man,45,Driver
52132,2014S004873,Bike,Man,42,Driver
52134,2014S007646,Bike,Man,42,Driver
52135,2014S004771,Bike,Man,29,Driver
52136,2014S000623,Bike,Man,45,Driver
52137,2014S007757,Bike,Woman,31,Driver
52138,2014S006672,Bike,Man,21,Driver
52139,2014S001218,Bike,Woman,26,Driver
52140,2014S005505,Bike,Man,54,Driver
52141,2014S003951,Bike,Woman,34,Driver
52143,2014S003637,Car,Man,20,Driver
52146,2014S002577,Car,Man,23,Driver
52147,2014S004544,Bike,Woman,26,Driver
52152,2014S002599,Bike,Woman,22,Driver
52153,2014S002602,Bike,Woman,34,Driver
52155,2014S004117,Bike,Man,41,Driver
52156,2014S004309,Bike,Man,46,Driver
52160,2014S003803,Bike,Woman,17,Driver
52161,2014S003806,Car,Man,41,Driver
52162,2014S002454,Bike,Man,29,Driver
52163,2014S002651,Car,Woman,39,Driver
52164,2014S002953,Bike,Man,27,Driver
52165,2014S005334,Bike,Man,29,Driver
52169,2014S004337,Bike,Man,27,Driver
52170,2014S004542,Car,Man,53,Driver
52171,2014S004427,Bike,Man,34,Driver
52172,2014S004431,Bike,Man,31,Driver
52173,2014S003661,Bike,Man,47,Driver
52174,2014S003663,Bike,Woman,41,Driver
52177,2014S003999,Bike,Man,51,Driver
52179,2014S003330,Bike,Woman,24,Driver
52180,2014S002780,Bike,Woman,21,Driver
52181,2014S004316,Bike,Man,72,Driver
52182,2014S004511,Bike,Woman,40,Driver
52184,2014S004523,Bike,Man,35,Driver
52185,2014S004524,Bike,Man,26,Driver
52186,2014S004324,Bike,Man,27,Driver
52188,2014S004526,Bike,Man,41,Driver
52189,2014S004531,Car,Man,60,Driver
52190,2014S004532,Bike,Man,43,Driver
52192,2014S004183,Bike,Man,43,Driver
52193,2014S002857,Bike,Man,60,Driver
52195,2014S004433,Bike,Man,17,Driver
52196,2014S004622,Car,Man,48,Driver
52197,2014S003521,Bike,Woman,41,Driver
52199,2014S003526,Bike,Man,22,Driver
52200,2014S003528,Bike,Man,34,Driver
52201,2014S003529,Bike,Man,40,Driver
52203,2014S003420,Bike,Woman,48,Driver
52204,2014S004840,Bike,Man,36,Driver
52209,2014S004946,Bike,Man,19,Driver
52210,2014S005154,Bike,Woman,47,Driver
52211,2014S004731,Bike,Man,38,Driver
52212,2014S004737,Car,Man,32,Driver
52214,2014S004455,Bike,Man,41,Driver
52215,2014S004650,Bike,Woman,20,Driver
52218,2014S004587,Car,Woman,22,Driver
52219,2014S003218,Bike,Woman,24,Driver
52220,2014S003922,Bike,Woman,41,Driver
52221,2014S003935,Bike,Man,62,Driver
52223,2014S004938,Car,Man,46,Driver
52224,2014S004939,Bike,Man,52,Driver
52225,2014S005322,Bike,Man,48,Driver
52226,2014S005325,Bike,Man,37,Driver
52229,2014S005517,Bike,Man,62,Driver
52230,2014S005518,Bike,Woman,28,Driver
52232,2014S003139,Bike,Woman,22,Driver
52233,2014S003146,Bike,Man,41,Driver
52234,2014S003338,Bike,Woman,26,Driver
52235,2014S004719,Bike,Man,51,Driver
52237,2014S004726,Bike,Man,26,Driver
52240,2014S002767,Bike,Woman,38,Driver
52241,2014S002771,Bike,Man,34,Driver
52244,2014S004923,Bike,Woman,22,Driver
52247,2014S005238,Bike,Man,50,Driver
52251,2014S004927,Car,Woman,24,Driver
52255,2014S003432,Bike,Man,33,Driver
52256,2014S005313,Bike,Man,20,Driver
52257,2014S005318,Bike,Man,52,Driver
52259,2014S002500,Bike,Woman,32,Driver
52262,2014S003010,Bike,Man,63,Driver
52263,2014S003195,Bike,Man,51,Driver
52264,2014S003197,Car,Man,28,Driver
52266,2014S005202,Bike,Man,32,Driver
52268,2014S009350,Bike,Man,52,Driver
52270,2014S004049,Bike,Man,44,Driver
52271,2014S004050,Bike,Man,25,Driver
52272,2014S004232,Bike,Man,35,Driver
52273,2014S004981,Car,Woman,22,Driver
52274,2014S004982,Car,Man,88,Driver
52275,2014S004984,Bike,Woman,20,Driver
52278,2014S003615,Bike,Man,30,Driver
52281,2014S003811,Bike,Man,41,Driver
52283,2014S002506,Bike,Man,33,Driver
52284,2014S002510,Bike,Man,45,Driver
52286,2014S004300,Bike,Man,64,Driver
